Year,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit,Qty,Trade Value (US$)
2011.0,Export,170.0,Colombia,COL,251.0,France,FRA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,260107233.0,178735380.0
2011.0,Export,170.0,Colombia,COL,381.0,Italy,ITA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,219862167.0,158148330.0
2011.0,Export,170.0,Colombia,COL,384.0,Côte d'Ivoire,CIV,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,256934097.0,172083100.0
2011.0,Export,170.0,Colombia,COL,410.0,Rep. of Korea,KOR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,73500000.0,40499250.0
2011.0,Export,170.0,Colombia,COL,528.0,Netherlands,NLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,326743221.0,233290092.0
2011.0,Export,170.0,Colombia,COL,531.0,Curaçao,CUW,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,314125317.0,211247728.0
2011.0,Export,170.0,Colombia,COL,533.0,Aruba,ABW,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2240093369.0,1469627899.0
2011.0,Export,170.0,Colombia,COL,591.0,Panama,PAN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,2155425569.0,1456572063.0
2011.0,Export,170.0,Colombia,COL,604.0,Peru,PER,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,318440796.0,237916883.0
2011.0,Export,170.0,Colombia,COL,699.0,India,IND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1007919465.0,629189483.0
2011.0,Export,170.0,Colombia,COL,724.0,Spain,ESP,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1452201684.0,1016533867.0
2011.0,Export,170.0,Colombia,COL,780.0,Trinidad and Tobago,TTO,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1325583818.0,890686370.0
2011.0,Import,170.0,Colombia,COL,826.0,United Kingdom,GBR,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1.0,157.0
